"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
95,"Artur Sztrałka",1,0,0,0,4.00,15,24,39,63,1,0.25,1,1.75,2.25,-1.150,10,2,8,2,1,0,10.00,17.50,1.75,3.50,0,0,0,0,0.750,0.200,0.143,0.500,0,2,12,3,0.800
15,"Nikodem Kieruńczak",1,1,0,0,1.00,3,7,8,15,0,0.00,0,0.00,0.00,2.100,2,1,1,0,1,0,2.00,14.00,7.00,0.00,0,0,0,0,1.000,0.333,0.000,0.000,0,0,3,1,0.750
"","TOTALS",1,1,0,0,5.00,18,31,47,78,1,0.20,1,1.40,1.80,-0.500,12,3,9,2,2,0,6.00,16.80,2.80,2.80,0,0,0,0,0.800,0.222,0.125,0.500,0,2,15,4,0.789
