"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
40,"Gracjan Bielecki",1,3,2,2,2,0,1,1,0,0,1,1.000,0,0,0,0,1,1,0,0,0,0,1.000,1.000,1.000,1.500,2.500,0.825,1.000,1.000,0.667,0,0,0,0,0,1,1,1.000,66.7,66.7,33.3
1,"Edgar Toro",1,4,4,1,1,0,1,0,0,0,1,0.250,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.250,0.250,0.500,0.175,0.250,1.000,1.000,0,0,0,0,0,3,1,0.333,75.0,75.0,75.0
23,"Jakub Wojtczak",1,4,3,3,2,0,1,0,0,1,4,0.667,1,0,0,0,0,0,0,0,0,0,1.500,0.750,0.750,1.667,2.417,0.754,0.500,1.000,0.750,0,0,0,0,0,3,2,0.667,50.0,50.0,50.0
21,"Artur Wojtczak",1,4,3,2,1,0,0,1,0,0,3,0.333,1,0,0,0,0,0,0,0,0,0,1.250,0.500,0.500,0.667,1.167,0.392,0.333,1.000,0.750,0,0,0,0,0,2,1,0.500,50.0,50.0,50.0
48,"Samuel Camacho",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
17,"Mateusz Serafin",1,3,3,1,2,0,0,1,0,1,4,0.667,0,0,0,0,0,0,0,0,0,0,1.333,0.667,0.667,2.000,2.667,0.800,0.500,1.000,1.000,0,0,0,0,0,1,1,1.000,66.7,66.7,66.7
16,"Michał Nowicki",1,4,4,1,1,0,1,0,0,0,0,0.250,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.250,0.500,0.175,0.250,1.000,1.000,1,0,0,0,0,2,0,0.000,25.0,25.0,0.0
12,"Anderson Reyes",1,3,1,3,1,0,1,0,0,0,0,1.000,1,0,0,0,1,0,0,0,0,0,1.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.333,0,0,0,0,0,0,0,0.000,66.7,66.7,33.3
9,"Radosław Jóźwiak",1,2,2,1,1,0,1,0,0,0,1,0.500,0,1,0,1,0,0,0,0,0,0,1.000,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
13,"Kacper Kamiński",1,1,0,1,0,0,0,0,0,0,0,0.000,0,0,0,0,1,0,0,0,0,0,1.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
6,"Wojciech Zagawa",1,2,2,1,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.500,0.000,0.500,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,2,0,0.000,0.0,0.0,0.0
18,"Piotr Malarski",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,100.0,100.0,100.0
34,"Robert Matecki",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,34,28,16,11,0,6,3,0,2,14,0.393,3,1,1,2,3,1,0,0,0,0,0.824,0.500,0.559,0.714,1.214,0.404,0.375,0.929,0.765,2,0,0,0,0,17,7,0.412,47.1,47.1,38.2
