"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
43,"Dobromił Warchoł",1,0,1,1,4,0,9,0,0,0,0,0,0,0.800
31,"Cheng An Cheng",1,0,1,1,1,1,0,0,0,0,0,0,0,0.667
22,"Mariusz Staniak",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
45,"Patryk Dycha",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
4,"Tomasz Buławko",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
66,"Filip Stelmach",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
42,"Bartek Bartoszewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","Kacper Wawrzyn",1,0,2,2,1,1,0,0,0,0,0,0,0,0.500
3,"Adam Wiśniewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,4,4,11,2,9,0,0,0,0,0,0,0.765
