"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
20,"Wiktor Mantorski",1,0,0,0,3.00,14,13,33,46,2,0.67,2,4.67,6.00,1.433,4,2,2,3,0,0,0.00,9.33,0.00,7.00,1,0,2,0,1.000,0.286,0.231,0.333,4,1,9,5,0.643
57,"Tadeusz Romanowski",1,1,0,0,1.00,3,2,11,13,0,0.00,0,0.00,0.00,-2.900,3,2,1,0,0,0,0.00,21.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,1.000
"","TOTALS",1,1,0,0,4.00,17,15,44,59,2,0.50,2,3.50,4.50,0.350,7,4,3,3,0,0,0.00,12.25,0.00,5.25,1,0,2,0,0.750,0.235,0.188,0.333,4,1,12,5,0.706
