"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
23,"Marcel Słomian",1,0,0,0,5.00,26,52,53,105,8,1.60,8,11.20,14.40,4.700,5,4,1,8,6,0,0.83,7.00,8.40,11.20,0,0,1,0,2.800,0.538,0.421,0.533,6,1,12,15,0.444
53,"Weżgowiec Patryk",1,0,0,0,1.00,3,3,6,9,0,0.00,0,0.00,0.00,1.100,1,1,0,0,0,0,0.00,7.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,1,1,1,2,0.333
"","TOTALS",1,0,0,0,6.00,29,55,59,114,8,1.33,8,9.33,12.00,4.100,6,5,1,8,6,0,1.00,7.00,7.00,9.33,0,0,1,0,2.333,0.483,0.364,0.471,7,2,13,17,0.433
