"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
32,"Struminski Stanislaw",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
6,"Szymon Krolik",1,0,0,0,2,1,0,0,0,0,0,0,0,1.000
53,"Weżgowiec Patryk",1,0,0,0,5,3,9,3,0,0,1,0,0,1.000
69,"Motas Grzegorz",1,0,0,0,0,3,0,0,0,0,0,0,0,1.000
4,"Patryk Zajac",1,0,0,0,1,3,0,0,0,0,0,0,0,1.000
23,"Marcel Słomian",1,0,0,0,0,0,0,0,0,0,0,1,0,0.000
33,"Adam Dublasiewicz",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
45,"Olaf Chorobik",1,0,0,0,7,0,0,0,0,0,0,0,0,1.000
54,"Arkadiusz Zurkowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
13,"Maksymilian  Herc",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,18,10,9,3,0,0,1,1,0,1.000
