"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
9,"Miguel Lopez",1,4,3,1,1,0,1,0,0,0,0,0.333,1,1,0,1,0,1,1,0,0,0,0.250,0.500,0.500,0.333,0.833,0.308,0.500,0.667,0.500,0,0,0,0,0,0,0,0.000,25.0,25.0,0.0
63,"Franek Filozof",1,2,1,1,1,0,1,0,0,0,1,1.000,1,0,0,0,0,1,1,0,0,0,1.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.500,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
79,"Aaron Arroyo",1,3,3,2,3,0,3,0,0,0,1,1.000,0,0,0,0,0,5,0,0,0,0,1.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,1.000,0,0,0,0,0,2,2,1.000,100.0,100.0,66.7
12,"Piotr Pludowski",1,3,1,1,0,0,0,0,0,0,0,0.000,2,1,0,1,0,2,0,0,0,0,0.333,0.667,0.667,0.000,0.667,0.300,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,33.3,33.3,33.3
64,"Marek Kozioł ",1,1,0,1,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,100.0,100.0,100.0
20,"Jakub Lenhart",1,3,3,1,2,0,1,1,0,0,3,0.667,0,0,0,0,0,0,1,0,0,0,1.333,0.667,0.667,1.000,1.667,0.550,0.667,1.000,1.000,0,0,0,0,0,3,2,0.667,66.7,66.7,66.7
24,"Abel Medina",1,3,3,0,1,0,1,0,0,0,1,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
17,"Robert Roggenbuck",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
7,"Gabriel Plaza",1,1,1,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,100.0,100.0,100.0
27,"Łukasz Krzemieniowski",1,2,1,1,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,0.000,0.500,0.225,0.000,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
3,"Anton Pryputnievich",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
34,"Illia Sheremeta",1,2,1,0,0,0,0,0,0,0,1,0.000,0,1,0,1,0,0,0,0,1,1,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,100.0,100.0,100.0
54,"Marek Kubiszewski",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,100.0,100.0,100.0
11,"Marcin Musialek",1,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,29,22,8,8,0,7,1,0,0,7,0.364,6,5,1,6,0,9,3,0,1,1,0.517,0.483,0.483,0.409,0.892,0.320,0.471,0.727,0.552,0,0,0,0,0,9,6,0.667,55.2,55.2,48.3
