"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
9,"Miguel Lopez",1,0,0,0,2,1,0,0,0,0,0,0,0,1.000
63,"Franek Filozof",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
79,"Aaron Arroyo",1,0,0,0,6,2,0,1,0,0,0,0,1,1.000
12,"Piotr Pludowski",1,0,0,0,1,4,0,0,0,0,0,0,0,1.000
64,"Marek Kozioł ",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
20,"Jakub Lenhart",1,0,0,0,4,0,0,0,0,0,0,0,0,1.000
24,"Abel Medina",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
17,"Robert Roggenbuck",1,0,0,0,5,0,0,0,0,0,0,0,0,1.000
7,"Gabriel Plaza",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
27,"Łukasz Krzemieniowski",1,0,0,0,0,1,0,0,0,0,0,2,0,1.000
3,"Anton Pryputnievich",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
34,"Illia Sheremeta",1,0,0,0,2,2,0,0,0,0,0,0,0,1.000
54,"Marek Kubiszewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
11,"Marcin Musialek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,21,12,0,1,0,0,0,2,1,1.000
