"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
27,"Łukasz Krzemieniowski",1,0,0,0,4.00,19,26,33,59,2,0.50,2,3.50,4.50,3.850,3,3,0,7,3,0,1.00,5.25,5.25,12.25,0,0,0,0,2.500,0.526,0.438,0.538,5,1,11,9,0.550
9,"Miguel Lopez",1,0,0,0,2.00,6,3,10,13,0,0.00,0,0.00,0.00,1.100,2,1,1,0,0,0,0.00,7.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,2,2,4,2,0.667
11,"Marcin Musialek",1,0,0,0,1.00,3,3,6,9,0,0.00,0,0.00,0.00,1.100,1,1,0,0,0,0,0.00,7.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,2,0,2,1,0.667
"","TOTALS",1,0,0,0,7.00,28,32,49,81,2,0.29,2,2.00,2.57,2.671,6,5,1,7,3,0,2.00,6.00,3.00,7.00,0,0,0,0,1.429,0.357,0.280,0.368,9,3,17,12,0.586
