"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
24," Tatrevich",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.333,0.333,1,0,0,0,0,0,0,0.000,0.0,0.0,0.0
50,"Young Joo OH",1,3,3,0,1,0,1,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
69," Idzik",1,3,3,0,1,0,1,0,0,0,1,0.333,0,0,2,2,0,0,0,0,0,0,0.333,0.333,0.333,0.333,0.667,0.233,1.000,0.333,0.333,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
36," kurowski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
32," Kasiński",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
84," Serafin",1,2,1,0,1,0,1,0,0,0,0,1.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
19," Mończynski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
17," Gauders",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
20,"Norbert Myrek",1,2,2,1,0,0,0,0,0,0,0,0.000,0,1,1,2,0,1,0,0,0,0,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
"","TOTALS",1,21,20,1,3,0,3,0,0,0,1,0.150,1,2,10,12,0,1,0,0,0,0,0.095,0.190,0.238,0.150,0.340,0.123,0.375,0.400,0.381,1,0,0,0,0,3,1,0.333,19.0,19.0,9.5
