"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
9,"Miguel Lopez",1,4,4,3,3,0,1,0,2,0,2,0.750,0,0,0,0,0,0,0,0,0,0,1.250,0.750,0.750,1.750,2.500,0.775,0.750,1.000,1.000,0,0,0,0,0,3,2,0.667,75.0,75.0,50.0
27,"Łukasz Krzemieniowski",1,2,2,1,1,0,1,0,0,0,0,0.500,0,0,1,1,0,1,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,100.0,100.0,50.0
79,"Aaron Arroyo",1,4,4,4,3,0,0,1,2,0,2,0.750,0,0,0,0,0,1,0,0,0,0,1.500,0.750,1.000,2.000,2.750,0.838,0.750,1.000,1.000,1,0,0,0,0,1,1,1.000,75.0,75.0,50.0
15,"Szymon Skarzynski",1,2,2,1,1,0,1,0,0,0,1,0.500,0,0,0,0,0,0,0,0,0,0,1.000,0.500,0.500,0.500,1.000,0.350,0.500,1.000,1.000,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
37,"Mateusz Biernacki",1,2,2,1,1,0,1,0,0,0,0,0.500,0,1,0,1,0,0,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
24,"Abel Medina",1,3,3,1,1,0,1,0,0,0,2,0.333,0,0,0,0,0,0,0,0,0,0,1.000,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,2,1,0.500,33.3,33.3,33.3
17,"Robert Roggenbuck",1,4,4,2,2,0,0,2,0,0,1,0.500,0,0,0,0,0,0,0,0,0,0,0.750,0.500,0.500,1.000,1.500,0.475,0.500,1.000,1.000,0,0,0,0,0,2,1,0.500,50.0,50.0,25.0
64,"Marek Kozioł ",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
53,"Wiktor Szymanski",1,1,1,0,1,0,0,1,0,0,1,1.000,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,3.000,0.950,1.000,1.000,1.000,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
57,"Cesar Malony",1,2,2,0,2,0,2,0,0,0,1,1.000,0,0,0,0,0,0,0,0,0,0,0.500,1.000,1.000,1.000,2.000,0.700,1.000,1.000,1.000,0,0,0,0,0,2,2,1.000,100.0,100.0,100.0
63,"Franek Filozof",1,2,2,2,2,0,1,0,0,1,3,1.000,0,0,0,0,0,0,0,0,0,0,2.000,1.000,1.000,2.500,3.500,1.075,1.000,1.000,1.000,0,0,0,0,0,2,2,1.000,100.0,100.0,100.0
12,"Piotr Pludowski",1,3,3,2,2,0,1,1,0,0,0,0.667,0,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.000,1.667,0.550,0.667,1.000,1.000,0,0,0,0,0,2,1,0.500,66.7,66.7,33.3
20,"Jakub Lenhart",1,2,1,1,1,0,1,0,0,0,0,1.000,0,0,0,0,1,0,0,0,0,0,0.500,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.500,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
96,"Maciej Sasiadek",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
99,"Teo Laczny",1,3,2,1,1,0,1,0,0,0,0,0.500,1,0,0,0,0,0,0,0,0,0,0.333,0.667,0.667,0.500,1.167,0.425,0.500,1.000,0.667,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
"","TOTALS",1,36,34,19,21,0,11,5,4,1,13,0.618,1,1,2,3,1,3,0,0,0,0,0.861,0.639,0.667,1.088,1.727,0.560,0.667,0.912,0.861,1,0,0,0,0,20,14,0.700,61.1,61.1,44.4
