"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
57,"Cesar Malony",1,0,0,0,2.00,8,9,22,31,0,0.00,0,0.00,0.00,-0.400,5,1,4,1,1,0,5.00,17.50,3.50,3.50,0,0,0,0,1.000,0.250,0.143,0.500,0,1,5,3,0.625
9,"Miguel Lopez",1,0,0,0,2.00,9,6,26,32,1,0.50,0,0.00,0.00,-1.900,5,0,5,2,0,0,0.00,17.50,0.00,7.00,0,0,0,0,1.000,0.222,0.222,0.500,2,0,8,1,0.889
12,"Piotr Pludowski",1,0,0,0,1.00,4,2,10,12,0,0.00,0,0.00,0.00,-0.900,2,1,1,0,0,0,0.00,14.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,1,4,0,1.000
"","TOTALS",1,0,0,0,5.00,21,17,58,75,1,0.20,0,0.00,0.00,-1.100,12,2,10,3,1,0,12.00,16.80,1.40,4.20,0,0,0,0,0.800,0.190,0.150,0.375,2,2,17,4,0.810
