"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
"","Dobromił Warchoł",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
66,"Filip Stelmach",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
7,"Adam Pepłoński",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
1,"Piotr Obrębski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","Yasnier Rivera",1,2,2,0,1,0,1,0,0,0,0,0.500,0,1,0,1,0,0,0,0,0,0,0.000,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
"","Mikołaj Pietrzyk",1,2,2,0,1,0,1,0,0,0,0,0.500,0,1,0,1,0,0,0,0,0,0,0.000,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
"","Bartek Bartoszewski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
17,"Konrad Szczepański",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","Patryk Dycha",1,2,2,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
"","TOTALS",1,20,20,0,2,0,2,0,0,0,0,0.100,0,8,6,14,0,0,0,0,0,0,0.000,0.100,0.100,0.100,0.200,0.070,0.333,0.300,0.300,0,0,0,0,0,0,0,0.000,15.0,15.0,5.0
