"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
7,"Phil Richmond",1,1,0,0,5.00,17,13,45,58,0,0.00,0,0.00,0.00,-1.700,12,6,6,2,0,0,0.00,16.80,0.00,2.80,0,0,0,0,0.400,0.118,0.118,0.400,3,0,13,4,0.765
57,"Tadeusz Romanowski",1,0,0,0,1.00,3,3,9,12,0,0.00,0,0.00,0.00,-0.900,2,2,0,0,0,0,0.00,14.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,1,0,3,0,1.000
"","TOTALS",1,1,0,0,6.00,20,16,54,70,0,0.00,0,0.00,0.00,-1.567,14,8,6,2,0,0,0.00,16.33,0.00,2.33,0,0,0,0,0.333,0.100,0.100,0.333,4,0,16,4,0.800
