"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
17,"Konrad Szczepański",1,0,1,0,4.00,31,59,55,114,13,3.25,9,15.75,20.25,6.850,3,1,2,8,7,0,0.43,5.25,12.25,14.00,0,0,2,0,3.750,0.484,0.333,0.381,4,5,11,20,0.355
7,"Adam Pepłoński",1,0,0,0,2.00,13,19,28,47,2,1.00,0,0.00,0.00,3.100,3,3,0,2,1,0,3.00,10.50,3.50,7.00,1,0,0,0,1.500,0.308,0.182,0.250,1,2,9,4,0.692
"","TOTALS",1,0,1,0,6.00,44,78,83,161,15,2.50,9,10.50,13.50,5.600,6,4,2,10,8,0,0.75,7.00,9.33,11.67,1,0,2,0,3.000,0.432,0.286,0.345,5,7,20,24,0.455
