"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
65,"Yasnier Rivera",1,0,1,0,6.00,43,65,122,187,15,2.50,14,16.33,21.00,5.600,11,2,9,17,5,1,2.20,12.83,5.83,19.83,3,0,10,1,3.667,0.581,0.486,0.696,2,3,19,24,0.442
"","TOTALS",1,0,1,0,6.00,43,65,122,187,15,2.50,14,16.33,21.00,5.600,11,2,9,17,5,1,2.20,12.83,5.83,19.83,3,0,10,1,3.667,0.581,0.486,0.696,2,3,19,24,0.442
