"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
"","Radosław Zajda",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
2,"Angel Narvaez",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
"","Javier Hernandez",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","Bartosz Matuszewski",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
9,"Daniel Charchuła",1,0,1,1,4,1,0,1,0,0,0,0,0,0.833
46,"Maksym  Strakhov",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
11,"Paweł Sztejka",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
77,"Mateusz Falkowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
99,"Mateusz Streich",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
7,"Oskar Wąsik",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
28,"Filip Wójtowicz",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
4,"Bartosz Zera",1,0,2,2,2,0,0,0,0,0,0,0,0,0.500
"","Rafał Rybski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
95,"Bartosz Maciejewski",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
"","Edwin Hernandez",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
5,"Mateusz Kosiński",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,3,3,18,2,0,1,0,0,0,0,0,0.870
