"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
"","Cesar Malony",1,1,0,0,4.00,14,12,36,48,0,0.00,0,0.00,0.00,-1.900,10,6,4,1,0,0,0.00,17.50,0.00,1.75,0,0,1,0,0.250,0.071,0.071,0.250,2,1,11,3,0.786
"","TOTALS",1,1,0,0,4.00,14,12,36,48,0,0.00,0,0.00,0.00,-1.900,10,6,4,1,0,0,0.00,17.50,0.00,1.75,0,0,1,0,0.250,0.071,0.071,0.250,2,1,11,3,0.786
