"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
22,"Tomasz Rogowiec",1,0,1,0,2.67,31,49,51,100,20,7.50,20,52.50,67.50,10.600,2,2,0,15,7,0,0.29,5.25,18.38,39.38,1,0,1,0,8.250,0.767,0.682,0.750,3,3,23,8,0.742
66,"Aleks Polonek",1,0,0,0,1.33,14,34,34,68,6,4.50,6,31.50,40.50,9.100,2,1,1,6,3,0,0.67,10.50,15.75,31.50,1,0,0,0,6.750,0.714,0.600,0.750,2,0,6,8,0.429
"","TOTALS",1,0,1,0,4.00,45,83,85,168,26,6.50,26,45.50,58.50,10.100,4,3,1,21,10,0,0.40,7.00,17.50,36.75,2,0,1,0,7.750,0.750,0.656,0.750,5,3,29,16,0.644
