"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
9,"Miguel López",1,5,3,3,1,0,0,1,0,0,1,0.333,1,0,0,0,1,0,0,0,0,0,0.800,0.600,0.600,0.667,1.267,0.437,0.333,1.000,0.600,0,0,0,0,0,2,1,0.500,40.0,40.0,40.0
27,"Łukasz Krzemienowski",1,5,4,4,4,0,2,2,0,0,4,1.000,1,0,0,0,0,2,0,0,0,0,1.600,1.000,1.000,1.500,2.500,0.825,1.000,1.000,0.800,0,0,0,0,0,2,2,1.000,100.0,100.0,100.0
79,"Aaron Arroyo",1,5,4,4,4,0,3,1,0,0,5,1.000,1,0,0,0,0,2,0,0,0,0,1.800,1.000,1.000,1.250,2.250,0.763,1.000,1.000,0.800,0,0,0,0,0,4,4,1.000,80.0,80.0,80.0
34,"Illia Sheremeta",1,5,4,3,3,0,1,2,0,0,5,0.750,1,0,0,0,0,0,0,0,0,0,1.600,0.800,0.800,1.250,2.050,0.673,0.750,1.000,0.800,0,0,0,0,0,4,3,0.750,60.0,60.0,60.0
12,"Piotr Płudowski",1,5,4,3,2,0,2,0,0,0,2,0.500,1,0,0,0,0,0,0,0,0,0,1.000,0.600,0.600,0.500,1.100,0.395,0.500,1.000,0.800,0,0,0,0,0,2,1,0.500,80.0,80.0,60.0
20,"Jakub Lenhart",1,5,1,3,0,0,0,0,0,0,1,0.000,4,1,0,1,0,0,0,0,0,0,0.800,0.800,0.800,0.000,0.800,0.360,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,80.0,80.0,80.0
68,"Wiktor Szymański",1,5,4,2,2,0,1,1,0,0,4,0.500,1,1,1,2,0,0,0,0,0,0,1.200,0.600,0.600,0.750,1.350,0.458,1.000,0.500,0.400,0,0,0,0,0,3,2,0.667,60.0,60.0,60.0
17,"Robert Roggenbuck",1,5,5,3,5,0,3,2,0,0,4,1.000,0,0,0,0,0,0,0,0,0,0,1.400,1.000,1.000,1.400,2.400,0.800,1.000,1.000,1.000,0,0,0,0,0,4,4,1.000,100.0,100.0,80.0
15,"Szymon Skarżynski",1,2,0,1,0,0,0,0,0,0,0,0.000,0,0,0,0,1,0,0,1,0,1,0.500,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
63,"Franciszek Filozof",1,3,3,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,0,0,0,0,3,0,0.000,33.3,33.3,33.3
"","TOTALS",1,45,32,26,21,0,12,9,0,0,26,0.656,10,3,1,4,2,4,0,1,0,1,1.156,0.750,0.750,0.938,1.688,0.572,0.750,0.875,0.622,0,0,0,0,0,24,17,0.708,71.1,71.1,66.7
