"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
26,"Kacper Urbanczyk",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
21,"Łukasz Rumpel",1,0,0,0,5,0,0,0,0,0,0,0,0,1.000
66,"Aleks Polonek",1,0,0,0,1,1,0,0,0,0,0,0,0,1.000
67,"Łukasz Belok",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
4,"Bartosz Wycisk",1,0,0,0,4,0,4,0,0,0,0,0,0,1.000
22,"Tomasz Rogowiec",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
44,"Patryk Stanoszek",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
"","Bartosz Andrzejewski",1,1,0,1,0,2,0,0,0,0,0,0,0,0.667
15,"Michał Karasiewicz",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,1,0,1,12,5,4,0,0,0,0,0,0,0.944
