"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
99," Drozd",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,50.0,50.0,50.0
78," O. Zawadzki",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,1,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
36," D. Kurowski",1,3,2,1,1,0,1,0,0,0,0,0.500,1,1,0,1,0,0,0,0,0,0,0.333,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,0,0,0.000,33.3,33.3,0.0
24," A. Tatarevick",1,3,3,0,1,0,1,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,0,0,0.000,33.3,33.3,0.0
50," Y. OH",1,3,2,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,2,0,0,0,0,0.000,0.333,0.667,0.000,0.333,0.150,0.000,1.000,0.667,1,0,0,0,0,1,0,0.000,33.3,33.3,33.3
66," B. Rezaie",1,3,2,0,1,0,1,0,0,0,1,0.500,1,0,0,0,0,1,0,0,0,0,0.333,0.667,0.667,0.500,1.167,0.425,0.500,1.000,0.667,0,0,0,0,0,2,1,0.500,33.3,33.3,33.3
20," N. Myrek",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,1,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,2,0,0.000,33.3,33.3,33.3
87," O. Dysko",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
84," N. Serafin",1,3,1,0,0,0,0,0,0,0,0,0.000,2,0,0,0,0,0,0,0,0,0,0.000,0.667,0.667,0.000,0.667,0.300,0.000,1.000,0.333,0,0,0,0,0,0,0,0.000,66.7,66.7,66.7
79," D. Buljie",1,1,1,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,100.0,100.0,100.0
38," D. Trzeciak",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,28,23,1,3,0,3,0,0,0,1,0.130,5,9,4,13,0,3,0,0,0,0,0.071,0.286,0.321,0.130,0.416,0.161,0.300,0.435,0.357,1,0,0,0,0,9,1,0.111,32.1,32.1,25.0
