"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
69," G. Idzik",1,0,0,0,7.00,41,37,70,107,8,1.14,8,10.29,10.29,2.529,8,6,2,17,3,0,2.67,10.29,3.86,21.86,1,0,2,0,2.857,0.512,0.459,0.586,8,4,22,19,0.537
"","TOTALS",1,0,0,0,7.00,41,37,70,107,8,1.14,8,10.29,10.29,2.529,8,6,2,17,3,0,2.67,10.29,3.86,21.86,1,0,2,0,2.857,0.512,0.459,0.586,8,4,22,19,0.537
