"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
32," Strumiński",1,5,4,3,3,0,3,0,0,0,0,0.750,0,0,0,0,1,3,0,0,0,0,0.600,0.800,0.800,0.750,1.550,0.548,0.750,1.000,0.800,0,0,0,0,0,2,2,1.000,60.0,60.0,40.0
04," Zając",1,5,4,1,3,0,2,1,0,0,1,0.750,1,0,0,0,0,1,0,0,0,0,0.400,0.800,0.800,1.000,1.800,0.610,0.750,1.000,0.800,0,0,0,0,0,2,1,0.500,60.0,60.0,20.0
53," Weżgowiec",1,5,5,0,1,0,1,0,0,0,1,0.200,0,0,1,1,0,0,0,0,0,0,0.200,0.200,0.200,0.200,0.400,0.140,0.250,0.800,0.800,0,0,0,0,0,5,1,0.200,80.0,60.0,60.0
45," Chorobik",1,5,5,1,3,0,3,0,0,0,1,0.600,0,0,0,0,0,2,0,0,0,0,0.400,0.600,0.600,0.600,1.200,0.420,0.600,1.000,1.000,0,0,0,0,0,2,1,0.500,60.0,60.0,20.0
48," Krajewski",1,5,4,0,1,0,1,0,0,0,1,0.250,1,0,0,0,0,1,0,0,0,0,0.200,0.400,0.400,0.250,0.650,0.243,0.250,1.000,0.800,0,0,0,0,0,4,1,0.250,20.0,20.0,20.0
13," Herc",1,4,4,1,3,0,2,1,0,0,0,0.750,0,1,0,1,0,2,0,0,0,0,0.250,0.750,0.750,1.000,1.750,0.588,1.000,0.750,0.750,0,0,0,0,0,3,2,0.667,75.0,75.0,50.0
12," Krzywdziński N.",1,4,3,0,0,0,0,0,0,0,0,0.000,1,1,1,2,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.333,0.250,0,0,0,0,0,2,0,0.000,0.0,0.0,0.0
36," Chiliński",1,4,4,0,1,0,1,0,0,0,0,0.250,0,2,0,2,0,1,0,0,0,0,0.000,0.250,0.250,0.250,0.500,0.175,0.500,0.500,0.500,0,0,0,0,0,3,1,0.333,25.0,25.0,25.0
19," Mańdok",1,4,4,2,2,0,1,1,0,0,1,0.500,0,2,0,2,0,0,0,0,0,0,0.750,0.500,0.500,0.750,1.250,0.413,1.000,0.500,0.500,0,0,0,0,0,2,1,0.500,50.0,50.0,25.0
"","TOTALS",1,41,37,8,17,0,14,3,0,0,5,0.459,3,6,2,8,1,10,0,0,0,0,0.317,0.512,0.512,0.541,1.053,0.366,0.586,0.784,0.707,0,0,0,0,0,25,10,0.400,48.8,46.3,29.3
