"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","GO","AO","FPS","FPB","FPS%"
65,"Yasivier Rivera",1,0,0,0,4.33,37,47,77,124,20,4.62,12,24.92,24.92,9,4,5,15,4,0,2.25,18.69,8.31,31.15,1,2,2,1,4.385,0.541,0.469,3,1,27,10,0.730
"","TOTALS",1,0,0,0,4.33,37,47,77,124,20,4.62,12,24.92,24.92,9,4,5,15,4,0,2.25,18.69,8.31,31.15,1,2,2,1,4.385,0.541,0.469,3,1,27,10,0.730
