"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
43,"D Warchoł",1,0,1,1,9,0,5,0,0,0,3,0,0,0.900
4,"T Buławko",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
65,"Yasivier Rivera",1,0,0,0,0,1,0,0,0,0,0,2,0,1.000
1,"P Obrębski",1,0,2,2,0,1,0,0,0,0,0,0,0,0.333
28,"Kajetan Szafran",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
27,"Onay Perez",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
47,"R Łaszek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
87,"M Gradus",1,0,2,2,0,0,0,0,0,0,0,0,0,0.000
00,"K Wawrzyn",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
56,"A Łaszek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,5,5,13,2,5,0,0,0,3,2,0,0.750
