"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
48,"Jan Pruszyński",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
25,"Wiktor Wróbel Habuda",1,0,0,0,11,0,2,0,0,0,1,0,0,1.000
22,"Hubert Szczeszka",1,0,0,0,5,0,0,0,0,0,0,0,0,1.000
"","Marceli Buchacz",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
34,"Ian Waldron",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
19,"Kamil Kobierski",1,0,0,0,0,2,0,0,0,0,0,0,0,1.000
18,"Tymofii Zadniprianyi",1,0,0,0,1,2,0,0,0,0,0,0,0,1.000
3,"Igor Tarka",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
20,"Wiktor Mantorski",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
45,"Eduardo Ferrer",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
13,"Jerzy Deda",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","Michał Dadacz",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
10,"Julian Gruber",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
50,"Oskar Kopeć",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
8,"Aj Billing",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
"","Maciek Dębowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,18,5,2,0,0,0,1,0,0,1.000
