"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
48,"Jan Pruszyński",1,3,1,2,1,0,1,0,0,0,1,1.000,2,0,0,0,0,4,0,0,0,0,1.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.333,0,0,0,0,0,1,1,1.000,66.7,66.7,66.7
7,"Phil Richmond",1,5,3,3,2,0,1,1,0,0,2,0.667,2,0,0,0,0,1,0,0,0,0,1.000,0.800,0.800,1.000,1.800,0.610,0.667,1.000,0.600,0,0,0,0,0,2,1,0.500,80.0,80.0,60.0
25,"Wiktor Wróbel Habuda",1,5,5,3,3,0,1,2,0,0,3,0.600,0,0,0,0,0,0,0,0,0,0,1.200,0.600,0.600,1.000,1.600,0.520,0.600,1.000,1.000,0,1,0,0,0,3,2,0.667,60.0,60.0,40.0
22,"Hubert Szczeszka",1,5,5,2,2,0,0,2,0,0,3,0.400,0,0,0,0,0,0,0,0,0,0,1.000,0.400,0.400,0.800,1.200,0.380,0.400,1.000,1.000,0,0,0,0,0,3,1,0.333,60.0,60.0,40.0
"","Marceli Buchacz",1,3,1,3,1,0,0,0,0,1,1,1.000,2,0,0,0,0,3,0,0,0,0,1.000,1.000,1.000,4.000,5.000,1.450,0.000,1.000,0.333,0,0,0,0,0,0,0,0.000,66.7,66.7,66.7
34,"Ian Waldron",1,2,0,1,0,0,0,0,0,0,0,0.000,2,0,0,0,0,1,0,0,0,0,0.500,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
19,"Kamil Kobierski",1,5,3,1,1,0,1,0,0,0,1,0.333,2,0,1,1,0,0,0,0,0,0,0.400,0.600,0.600,0.333,0.933,0.353,0.500,0.667,0.400,0,0,0,0,0,2,1,0.500,60.0,60.0,60.0
18,"Tymofii Zadniprianyi",1,4,4,1,1,0,1,0,0,0,3,0.250,0,0,1,1,0,0,0,0,0,0,1.000,0.250,0.250,0.250,0.500,0.175,0.333,0.750,0.750,0,1,0,0,0,3,1,0.333,50.0,50.0,50.0
3,"Igor Tarka",1,3,2,0,0,0,0,0,0,0,0,0.000,1,1,0,1,0,0,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,0.500,0.333,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
45,"Eduardo Ferrer",1,1,1,0,1,0,1,0,0,0,0,1.000,0,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,1.000,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
13,"Jerzy Deda",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,2,0,0.000,0.0,0.0,0.0
"","Michał Dadacz",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
10,"Julian Gruber",1,3,3,0,1,0,1,0,0,0,2,0.333,0,0,0,0,0,0,0,0,0,0,0.667,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,1,0,0,0,2,1,0.500,66.7,66.7,66.7
8,"Aj Billing",1,3,3,1,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.333,0.000,0.333,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","Maciek Dębowski",1,1,0,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,46,34,17,13,0,7,5,0,1,16,0.382,12,2,4,6,0,9,0,0,0,0,0.696,0.543,0.565,0.618,1.161,0.399,0.444,0.824,0.609,1,3,0,0,0,22,9,0.409,47.8,47.8,41.3
