"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
20,"Wiktor Mantorski",1,1,0,0,5.00,17,28,46,74,0,0.00,0,0.00,0.00,0.100,9,5,4,1,1,0,9.00,12.60,1.40,1.40,0,0,1,0,0.400,0.118,0.063,0.143,5,1,8,9,0.471
50,"Oskar Kopeć",1,0,0,0,1.00,6,8,14,22,1,1.00,1,7.00,9.00,-0.900,2,0,2,3,0,0,0.00,14.00,0.00,21.00,0,0,1,0,3.000,0.500,0.500,0.750,1,0,3,3,0.500
"","TOTALS",1,1,0,0,6.00,23,36,60,96,1,0.17,1,1.17,1.50,-0.067,11,5,6,4,1,0,11.00,12.83,1.17,4.67,0,0,2,0,0.833,0.217,0.182,0.364,6,1,11,12,0.478
