"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
24," Tatarowicz",1,3,2,1,0,0,0,0,0,0,0,0.000,0,0,1,1,1,3,0,0,0,0,0.333,0.333,0.333,0.000,0.333,0.150,0.000,0.500,0.333,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
29," Hrabia",1,3,2,0,0,0,0,0,0,0,0,0.000,1,1,1,2,0,0,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,66.7,66.7,66.7
17," Gauders",1,3,3,1,2,0,1,1,0,0,0,0.667,0,0,1,1,0,1,0,0,0,0,0.333,0.667,0.667,1.000,1.667,0.550,1.000,0.667,0.667,0,0,0,0,0,1,1,1.000,100.0,100.0,66.7
69,"Grzegorz Idzik",1,3,3,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,2,0,0.000,66.7,66.7,66.7
62," Kulik",1,3,3,0,1,0,0,1,0,0,1,0.333,0,1,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1.000,0.317,0.500,0.667,0.667,0,0,0,0,0,2,1,0.500,100.0,100.0,100.0
78," Zawadzki",1,3,2,0,0,0,0,0,0,0,0,0.000,1,0,1,1,0,0,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,0.500,0.333,0,0,0,0,0,1,0,0.000,33.3,0.0,0.0
84," Serafin",1,3,0,0,0,0,0,0,0,0,0,0.000,3,0,0,0,0,0,1,0,0,0,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,33.3,33.3,33.3
18," Gorecki",1,3,3,0,0,0,0,0,0,0,0,0.000,0,1,2,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,33.3,33.3,33.3
40," Michalski",1,3,3,0,1,0,1,0,0,0,0,0.333,0,0,0,0,0,0,1,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,0.333,1.000,1.000,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
"","TOTALS",1,27,21,2,4,0,2,2,0,0,1,0.190,5,4,7,11,1,4,2,0,0,0,0.111,0.370,0.370,0.286,0.656,0.238,0.400,0.476,0.370,0,0,0,0,0,9,3,0.333,59.3,55.6,51.9
