"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
22," Rogowiec",1,0,0,0,6.00,24,56,71,127,2,0.33,2,3.00,3.00,2.267,10,3,7,4,4,0,2.50,15.00,6.00,6.00,1,0,1,0,1.333,0.375,0.211,0.444,1,4,15,10,0.600
70,"Emil Dudek",1,0,0,0,1.00,3,7,6,13,0,0.00,0,0.00,0.00,4.100,1,1,0,0,1,0,1.00,9.00,9.00,0.00,0,0,0,0,1.000,0.333,0.000,0.000,1,0,1,2,0.333
"","TOTALS",1,0,0,0,7.00,27,63,77,140,2,0.29,2,2.57,2.57,2.529,11,4,7,4,5,0,2.20,14.14,6.43,5.14,1,0,1,0,1.286,0.370,0.190,0.400,2,4,16,12,0.571
