"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
05,"Gabriel Wilichnowski",1,0,1,1,0,0,0,0,0,0,0,0,0,0.000
08,"Tymoteusz Piecha",1,0,1,1,0,0,0,0,0,0,0,0,0,0.000
3,"Carlos Salas",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
72,"Dominik Grzecicha",1,0,0,0,10,2,6,1,0,0,0,0,0,1.000
51,"Dawid Korzekwa",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
28,"Jakub Szymura",1,0,0,0,2,0,0,0,0,0,0,0,0,1.000
18,"Przemyslaw Sobik",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
09,"Maksymilian Serwotka",1,0,0,0,0,3,0,0,0,0,0,0,0,1.000
22,"Szymon Garus",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
01,"Jan Kiszka",1,1,0,1,0,0,0,0,0,0,0,0,0,0.000
41,"Szymon Dwojakowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
02,"Pawel Kruczek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
03,"Dominik Wilk",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,1,2,3,15,5,6,1,0,0,0,0,0,0.870
