"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
48,"Jan Pruszyński",1,5,4,2,1,0,1,0,0,0,0,0.250,1,1,0,1,0,2,0,0,0,0,0.400,0.400,0.400,0.250,0.650,0.243,0.333,0.750,0.600,0,0,0,0,0,2,0,0.000,40.0,40.0,20.0
7,"Phil Richmond",1,5,1,4,0,0,0,0,0,0,0,0.000,3,0,0,0,1,1,0,0,0,0,0.800,0.800,0.800,0.000,0.800,0.360,0.000,1.000,0.200,0,0,0,0,0,1,0,0.000,40.0,40.0,40.0
25,"Wiktor Wróbel Habuda",1,5,0,4,0,0,0,0,0,0,0,0.000,3,0,0,0,2,2,0,0,0,0,0.800,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,40.0,40.0,40.0
22,"Hubert Szczeszka",1,5,4,2,1,0,0,1,0,0,2,0.250,1,0,0,0,0,1,1,0,0,0,0.800,0.400,0.600,0.500,0.900,0.305,0.250,1.000,0.800,1,1,0,0,0,3,1,0.333,40.0,40.0,40.0
"","Marceli Buchacz",1,5,3,1,1,0,1,0,0,0,3,0.333,2,1,0,1,0,1,0,0,0,0,0.800,0.600,0.600,0.333,0.933,0.353,0.500,0.667,0.400,0,0,0,0,0,3,1,0.333,80.0,80.0,80.0
18,"Tymofii Zadniprianyi",1,5,4,1,0,0,0,0,0,0,1,0.000,1,1,2,3,0,1,0,0,0,0,0.400,0.200,0.200,0.000,0.200,0.090,0.000,0.250,0.200,0,0,0,0,0,4,0,0.000,40.0,40.0,40.0
34,"Ian Waldron",1,5,3,3,2,0,0,1,0,1,3,0.667,1,0,0,0,1,1,0,0,0,0,1.000,0.800,0.800,2.000,2.800,0.860,0.500,1.000,0.600,0,1,0,0,0,2,1,0.500,60.0,60.0,60.0
9,"Juan Godoy Uzcategui",1,4,3,0,1,0,0,1,0,0,0,0.333,1,0,1,1,0,0,0,0,0,0,0.000,0.500,0.500,0.667,1.167,0.392,0.500,0.667,0.500,0,1,0,0,0,2,0,0.000,25.0,25.0,0.0
29,"Mikołaj Wąsiewicz",1,4,3,0,1,0,0,1,0,0,0,0.333,0,1,0,1,1,0,0,0,0,0,0.000,0.500,0.500,0.667,1.167,0.392,0.500,0.667,0.500,0,0,0,0,0,3,1,0.333,50.0,50.0,50.0
"","Hisori Mikchalchanka",1,1,0,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,100.0,100.0,100.0
"","TOTALS",1,44,25,17,7,0,2,4,0,1,9,0.280,14,4,3,7,5,9,1,0,0,0,0.568,0.591,0.614,0.560,1.151,0.406,0.353,0.720,0.409,1,3,0,0,0,20,4,0.200,47.7,47.7,43.2
