"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
48,"Jan Pruszyński",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
7,"Phil Richmond",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
25,"Wiktor Wróbel Habuda",1,0,0,0,13,0,1,0,0,0,0,0,0,1.000
22,"Hubert Szczeszka",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
18,"Tymofii Zadniprianyi",1,0,0,0,2,1,0,0,0,0,0,0,0,1.000
34,"Ian Waldron",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
9,"Juan Godoy Uzcategui",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
29,"Mikołaj Wąsiewicz",1,1,0,1,0,0,0,0,0,0,0,0,0,0.000
57,"Tadeusz Romanowski",1,1,0,1,1,2,0,0,0,0,0,5,0,0.750
"","TOTALS",1,2,0,2,19,3,1,0,0,0,0,5,0,0.917
