"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
69,"Yutaro Takiguchi",1,1,0,1,4,2,1,1,0,0,1,0,0,0.857
67,"Carter Olek",1,1,0,1,2,1,0,0,0,0,0,0,0,0.750
98,"Filip Sulikowski",1,1,1,2,5,0,8,0,0,0,2,0,0,0.714
29,"Witold Baranowski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
76,"Aliaksandr Teoaruk",1,0,0,0,2,1,0,0,0,0,0,0,0,1.000
5,"Grzegorz Białas",1,0,1,1,0,0,0,0,0,0,0,0,0,0.000
13,"Jakub Zelewski",1,0,0,0,4,0,0,0,0,0,0,0,0,1.000
7,"Damian Koza",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
58,"Wojciech Wecłaś",1,1,0,1,0,1,0,0,0,0,0,3,0,0.500
45,"Marcin Kurkowiak",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
"","TOTALS",1,4,2,6,18,6,9,1,0,0,3,3,0,0.800
