"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
57,"Tadeusz Romanowski",1,1,0,0,6.00,29,48,70,118,7,1.17,7,8.17,10.50,1.100,12,3,9,6,4,0,3.00,14.00,4.67,7.00,0,0,0,0,1.667,0.345,0.240,0.462,3,3,16,13,0.552
"","TOTALS",1,1,0,0,6.00,29,48,70,118,7,1.17,7,8.17,10.50,1.100,12,3,9,6,4,0,3.00,14.00,4.67,7.00,0,0,0,0,1.667,0.345,0.240,0.462,3,3,16,13,0.552
