"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
5,"Grzegorz Białas",1,0,1,0,1.67,16,37,24,61,8,4.80,8,33.60,43.20,16.900,2,2,0,1,7,0,0.29,8.40,29.40,4.20,2,0,2,0,4.800,0.625,0.143,0.200,1,2,4,12,0.250
45,"Marcin Kurkowiak",1,0,0,0,0.33,5,13,3,16,2,6.00,2,42.00,54.00,21.100,0,0,0,1,2,0,0.00,0.00,42.00,21.00,0,0,3,0,9.000,0.600,0.333,0.333,1,0,0,5,0.000
58,"Wojciech Wecłaś",1,0,0,0,3.67,23,49,51,100,7,1.91,4,7.64,9.82,10.464,5,2,3,5,5,0,1.00,9.55,9.55,9.55,3,0,0,1,2.727,0.565,0.333,0.444,1,4,11,13,0.458
"","TOTALS",1,0,1,0,5.67,44,99,78,177,17,3.00,14,17.29,22.24,12.982,7,4,3,7,14,0,0.50,8.65,17.29,8.65,5,0,5,1,3.706,0.591,0.280,0.353,3,6,15,30,0.333
