"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
69,"Yutaro Takiguchi",1,4,1,2,0,0,0,0,0,0,0,0.000,3,0,0,0,0,1,0,0,0,0,0.500,0.750,0.750,0.000,0.750,0.338,0.000,1.000,0.250,0,0,0,0,0,0,0,0.000,25.0,25.0,25.0
67,"Carter Olek",1,4,4,1,1,0,1,0,0,0,2,0.250,0,1,1,2,0,0,0,0,0,0,0.750,0.250,0.250,0.250,0.500,0.175,0.500,0.500,0.500,0,0,0,0,0,2,1,0.500,25.0,25.0,25.0
98,"Filip Sulikowski",1,3,2,1,1,0,1,0,0,0,1,0.500,1,0,1,1,0,0,0,0,0,0,0.667,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
29,"Witold Baranowski",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,33.3
76,"Aliaksandr Teoaruk",1,3,3,0,2,0,1,1,0,0,3,0.667,0,0,1,1,0,0,0,0,0,0,1.000,0.667,0.667,1.000,1.667,0.550,1.000,0.667,0.667,0,0,0,0,0,1,1,1.000,100.0,100.0,66.7
5,"Grzegorz Białas",1,2,2,1,1,0,1,0,0,0,0,0.500,0,0,1,1,0,0,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,1,0,0.000,50.0,50.0,0.0
13,"Jakub Zelewski",1,3,3,1,1,0,0,1,0,0,0,0.333,0,0,2,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1.000,0.317,1.000,0.333,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,0.0
7,"Damian Koza",1,3,3,1,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,1,0,0,0,1,0,0.000,33.3,33.3,33.3
58,"Wojciech Wecłaś",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
45,"Marcin Kurkowiak",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,29,25,7,6,0,4,2,0,0,6,0.240,4,3,9,12,0,1,0,0,0,0,0.448,0.345,0.345,0.320,0.665,0.235,0.462,0.520,0.448,0,1,0,0,0,9,3,0.333,41.4,41.4,31.0
