"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
76,"Aliaksandr Fedaruk",1,1,1,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
67,"Carter Olek",1,3,2,0,0,0,0,0,0,0,0,0.000,1,0,2,2,0,1,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
69,"Yutaro Takiguchi",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
5,"Grzegorz Białas",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,1,0,0.000,50.0,50.0,50.0
29,"Witold Baranowski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,50.0
58,"Wojciech Wecłaś",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,1,0,0,0,0,0,0,0.000,0.0,0.0,0.0
45,"Marcin Kurkowiak",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
13,"Jakub Zelewski",1,2,1,0,1,0,1,0,0,0,0,1.000,1,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
68,"Michał Smektalski",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,1,0,0.000,50.0,50.0,50.0
7,"Damian Koza",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
21,"Dawid Trepczyk",1,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,21,19,0,1,0,1,0,0,0,0,0.053,2,5,6,11,0,1,0,0,0,0,0.000,0.143,0.190,0.053,0.195,0.077,0.125,0.421,0.381,1,0,0,0,0,3,0,0.000,19.0,19.0,14.3
