"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
76,"Aliaksandr Fedaruk",1,0,1,0,2.00,15,38,29,67,5,2.50,3,10.50,13.50,9.100,3,2,1,3,5,0,0.60,10.50,17.50,10.50,1,0,0,0,4.000,0.643,0.429,0.600,1,1,6,10,0.375
58,"Wojciech Wecłaś",1,0,0,0,3.00,23,47,37,84,8,2.67,3,7.00,9.00,11.767,4,1,3,7,7,0,0.57,9.33,16.33,16.33,0,0,0,1,4.667,0.609,0.438,0.545,1,3,8,15,0.348
"","TOTALS",1,0,1,0,5.00,38,85,66,151,13,2.60,6,8.40,10.80,10.700,7,3,4,10,12,0,0.58,9.80,16.80,14.00,1,0,0,1,4.400,0.622,0.435,0.563,2,4,14,25,0.359
