"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
7,"Phil Richmond",1,1,0,0,5.00,18,22,46,68,1,0.20,0,0.00,0.00,0.100,9,3,6,1,1,0,9.00,12.60,1.40,1.40,0,0,2,0,0.400,0.111,0.059,0.125,4,2,11,7,0.611
20,"Wiktor Mantorski",1,0,0,0,1.00,6,12,13,25,2,2.00,1,7.00,9.00,0.100,3,2,1,1,1,0,3.00,21.00,7.00,7.00,0,0,2,0,2.000,0.333,0.200,0.500,0,0,3,3,0.500
"","TOTALS",1,1,0,0,6.00,24,34,59,93,3,0.50,1,1.17,1.50,0.100,12,5,7,2,2,0,6.00,14.00,2.33,2.33,0,0,4,0,0.667,0.167,0.091,0.200,4,2,14,10,0.583
