"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
60," Ha",1,0,0,0,1.00,7,10,19,29,2,2.00,2,18.00,18.00,-0.900,2,2,0,4,0,0,0.00,18.00,0.00,36.00,0,0,0,0,4.000,0.571,0.571,0.800,0,1,4,3,0.571
66," Polonek",1,0,0,0,6.00,22,37,59,96,1,0.17,1,1.50,1.50,0.433,11,5,6,4,2,0,5.50,16.50,3.00,6.00,0,0,0,0,1.000,0.273,0.200,0.444,2,3,11,11,0.500
"","TOTALS",1,0,0,0,7.00,29,47,78,125,3,0.43,3,3.86,3.86,0.243,13,7,6,8,2,0,6.50,16.71,2.57,10.29,0,0,0,0,1.429,0.345,0.296,0.571,2,4,15,14,0.517
