"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
22," Rogowiec",1,0,0,0,2,3,0,0,0,0,0,0,0,1.000
41,"Patryk Stanoszek",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
4,"Bartek Wycisk",1,0,0,0,13,0,8,0,0,0,0,0,0,1.000
66," Polonek",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
13," Szczygiel",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
75,"Roman Pełka",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
60," Ha",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
21," Rumpel",1,0,0,0,1,1,0,1,0,0,0,0,0,1.000
70,"Emil Dudek",1,0,0,0,1,0,0,1,0,0,0,0,0,1.000
78," Król",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
26," Urbanczynk",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
64," Andrzejewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,0,0,21,5,8,2,0,0,0,0,0,1.000
