"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
22," Rogowiec",1,4,3,1,1,0,1,0,0,0,0,0.333,1,1,0,1,0,4,0,0,0,0,0.250,0.500,0.500,0.333,0.833,0.308,0.500,0.667,0.500,0,0,0,0,0,1,0,0.000,75.0,75.0,50.0
41,"Patryk Stanoszek",1,4,2,2,1,0,1,0,0,0,0,0.500,2,0,0,0,0,1,0,0,0,0,0.500,0.750,0.750,0.500,1.250,0.463,0.500,1.000,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,25.0
4,"Bartek Wycisk",1,4,4,1,2,0,1,1,0,0,0,0.500,0,0,1,1,0,0,0,0,0,0,0.250,0.500,0.500,0.750,1.250,0.413,0.667,0.750,0.750,0,0,0,0,0,2,0,0.000,50.0,50.0,0.0
66," Polonek",1,4,3,3,2,0,1,0,1,0,1,0.667,1,0,0,0,0,4,0,0,0,0,1.000,0.750,0.750,1.333,2.083,0.671,0.667,1.000,0.750,0,0,0,0,0,2,1,0.500,50.0,50.0,25.0
13," Szczygiel",1,4,3,0,1,0,0,0,1,0,2,0.333,0,0,0,0,1,1,0,0,0,0,0.500,0.500,0.500,1.000,1.500,0.475,0.333,1.000,0.750,0,0,0,0,0,3,1,0.333,50.0,50.0,50.0
75,"Roman Pełka",1,3,3,1,2,0,1,1,0,0,2,0.667,0,0,0,0,0,0,0,0,0,0,1.000,0.667,0.667,1.000,1.667,0.550,0.667,1.000,1.000,0,0,0,0,0,2,1,0.500,66.7,66.7,33.3
60," Ha",1,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
21," Rumpel",1,3,3,1,2,0,2,0,0,0,0,0.667,0,0,1,1,0,1,0,0,0,0,0.333,0.667,0.667,0.667,1.333,0.467,1.000,0.667,0.667,0,0,0,0,0,1,1,1.000,66.7,66.7,33.3
70,"Emil Dudek",1,3,3,0,1,0,0,1,0,0,1,0.333,0,1,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1.000,0.317,0.500,0.667,0.667,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
78," Król",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
26," Urbanczynk",1,4,4,1,1,0,0,1,0,0,1,0.250,0,0,2,2,0,0,0,0,0,0,0.500,0.250,0.250,0.500,0.750,0.238,0.500,0.500,0.500,0,0,0,0,0,2,1,0.500,50.0,50.0,50.0
64," Andrzejewski",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,100.0,0.0,0.0
"","TOTALS",1,35,30,10,13,0,7,4,2,0,7,0.433,4,2,5,7,1,11,0,0,0,0,0.486,0.514,0.514,0.700,1.214,0.406,0.565,0.767,0.657,0,0,0,0,0,16,6,0.375,54.3,51.4,31.4
