"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
69,"Grzegorz Idzik",1,0,0,0,6.00,35,35,71,106,10,1.67,10,15.00,15.00,3.267,7,2,5,13,4,0,1.75,10.50,6.00,19.50,1,0,0,0,2.833,0.514,0.433,0.565,3,7,23,12,0.657
"","TOTALS",1,0,0,0,6.00,35,35,71,106,10,1.67,10,15.00,15.00,3.267,7,2,5,13,4,0,1.75,10.50,6.00,19.50,1,0,0,0,2.833,0.514,0.433,0.565,3,7,23,12,0.657
