"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
48,"Samuel Camacho",1,1,0,0,5.00,17,23,48,71,1,0.20,1,1.40,1.80,-0.700,11,4,7,2,1,0,11.00,15.40,1.40,2.80,0,0,0,0,0.600,0.188,0.133,0.500,3,0,11,6,0.647
1,"Edgar Toro",1,0,0,0,2.00,12,19,31,50,3,1.50,3,10.50,13.50,11.100,3,1,2,3,2,0,1.50,10.50,7.00,10.50,1,0,0,1,2.500,0.500,0.333,0.400,1,2,9,3,0.750
"","TOTALS",1,1,0,0,7.00,29,42,79,121,4,0.57,4,4.00,5.14,2.671,14,5,9,5,3,0,4.67,14.00,3.00,5.00,1,0,0,1,1.143,0.321,0.208,0.444,4,2,20,9,0.690
