"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
20,"Wiktor Mantorski",1,0,1,0,3.00,20,32,36,68,8,2.67,6,14.00,18.00,8.433,3,1,2,6,2,0,1.50,7.00,4.67,14.00,1,0,0,1,2.667,0.450,0.375,0.385,2,4,10,10,0.500
50,"Oskar Kopeć",1,0,0,0,2.00,10,20,16,36,2,1.00,2,7.00,9.00,6.600,1,1,0,1,2,0,0.50,3.50,7.00,3.50,1,0,0,0,1.500,0.400,0.143,0.167,3,2,5,5,0.500
22,"Hubert Szczeszka",1,0,0,0,0.00,4,14,5,19,3,0.00,3,0.00,0.00,0.000,0,0,0,1,3,0,0.00,0.00,0.00,0.00,0,0,0,0,0.000,1.000,1.000,1.000,0,0,0,4,0.000
3,"Igor Tarka",1,0,0,0,1.00,4,5,5,10,0,0.00,0,0.00,0.00,4.100,1,0,1,0,1,0,1.00,7.00,7.00,0.00,0,0,0,0,1.000,0.250,0.000,0.000,0,2,3,1,0.750
"","TOTALS",1,0,1,0,6.00,38,71,62,133,13,2.17,11,12.83,16.50,8.600,5,2,3,8,8,0,0.63,5.83,9.33,9.33,2,0,0,1,2.667,0.474,0.308,0.318,5,8,18,20,0.474
