"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
48,"Jan Pruszyński",1,4,3,0,0,0,0,0,0,0,0,0.000,1,3,0,3,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,25.0,25.0,25.0
7,"Phil Richmond",1,4,4,1,1,0,0,0,0,1,2,0.250,0,1,1,2,0,0,0,0,0,0,0.500,0.250,0.250,1.000,1.250,0.363,0.000,0.500,0.500,0,0,0,0,0,1,1,1.000,75.0,75.0,75.0
22,"Hubert Szczeszka",1,3,3,1,1,0,0,1,0,0,0,0.333,0,0,1,1,0,1,0,0,0,0,0.333,0.333,0.333,0.667,1.000,0.317,0.500,0.667,0.667,0,0,0,0,0,0,0,0.000,33.3,33.3,0.0
25,"Wiktor Wróbel Habuda",1,3,2,0,1,0,1,0,0,0,0,0.500,1,1,0,1,0,2,1,0,0,0,0.000,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,1,1.000,66.7,66.7,66.7
9,"Juan Godoy Uzcategui",1,3,2,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,33.3
18,"Tymofii Zadniprianyi",1,3,2,1,1,0,1,0,0,0,0,0.500,1,0,1,1,0,1,0,0,0,0,0.333,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
5,"Igor Sawczuk",1,3,3,0,1,0,0,1,0,0,1,0.333,0,0,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1.000,0.317,0.500,0.667,0.667,0,0,0,0,0,2,1,0.500,33.3,33.3,33.3
29,"Mikołaj Wąsiewicz",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,2,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,1,0,0.000,33.3,33.3,33.3
2,"Yarosłav Faryha",1,2,1,1,0,0,0,0,0,0,0,0.000,0,0,1,1,1,1,0,0,0,0,0.500,0.500,0.500,0.000,0.500,0.225,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
3,"Igor Tarka",1,1,1,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,29,24,4,5,0,2,2,0,1,3,0.208,3,5,9,14,1,5,1,1,0,1,0.207,0.321,0.321,0.417,0.738,0.249,0.444,0.417,0.345,0,0,0,0,0,7,4,0.571,37.9,37.9,34.5
