"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
40,"Gracjan Bielecki",1,4,3,2,1,0,1,0,0,0,0,0.333,1,0,1,1,0,0,0,0,0,0,0.500,0.500,0.500,0.333,0.833,0.308,0.500,0.667,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,25.0
1,"Edgar Toro",1,5,3,3,2,0,1,1,0,0,0,0.667,2,0,0,0,0,2,0,0,0,0,0.600,0.800,0.800,1.000,1.800,0.610,0.667,1.000,0.600,0,0,0,0,0,0,0,0.000,40.0,40.0,0.0
23,"Jakub Wojtczak",1,5,4,3,2,0,1,1,0,0,1,0.500,1,0,0,0,0,1,0,0,0,0,0.800,0.600,0.600,0.750,1.350,0.458,0.500,1.000,0.800,0,0,0,0,0,3,1,0.333,80.0,80.0,60.0
21,"Artur Wojtczak",1,4,4,2,3,0,0,2,0,1,4,0.750,0,0,0,0,0,2,0,0,0,0,1.250,0.750,1.000,2.000,2.750,0.838,0.667,1.000,1.000,1,0,0,0,0,3,2,0.667,75.0,75.0,50.0
16,"Michał Nowicki",1,3,3,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0,0,0,0,0,2,0,0.000,0.0,0.0,0.0
17,"Mateusz Serafin",1,4,3,0,0,0,0,0,0,0,0,0.000,1,0,1,1,0,0,0,0,0,0,0.000,0.250,0.250,0.000,0.250,0.113,0.000,0.667,0.500,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
28,"Eryk Kieruńczak",1,4,4,1,1,0,1,0,0,0,1,0.250,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.500,0.250,0.500,0.175,0.250,1.000,1.000,1,0,0,0,0,2,1,0.500,25.0,25.0,25.0
12,"Anderson Reyes",1,4,3,1,0,0,0,0,0,0,0,0.000,0,1,1,2,1,0,0,0,0,0,0.250,0.250,0.250,0.000,0.250,0.113,0.000,0.333,0.250,0,0,0,0,0,1,0,0.000,50.0,50.0,50.0
6,"Wojciech Zagawa",1,4,2,1,0,0,0,0,0,0,0,0.000,2,0,1,1,0,0,0,0,0,0,0.250,0.500,0.750,0.000,0.500,0.225,0.000,0.500,0.250,1,0,0,0,0,0,0,0.000,25.0,25.0,25.0
13,"Kacper Kamiński",1,1,0,1,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
18,"Piotr Malarski",1,1,0,0,0,0,0,0,0,0,0,0.000,0,0,0,0,1,0,0,0,0,0,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","TOTALS",1,39,29,14,9,0,4,4,0,1,6,0.310,8,3,4,7,2,5,0,0,0,0,0.487,0.487,0.564,0.552,1.039,0.357,0.381,0.759,0.564,3,0,0,0,0,12,4,0.333,38.5,38.5,25.6
