"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
95,"Artur Sztrałka",1,0,0,0,5.00,16,22,42,64,0,0.00,0,0.00,0.00,-0.300,10,6,4,3,1,0,10.00,14.00,1.40,4.20,0,1,0,0,0.800,0.250,0.200,0.600,1,1,11,6,0.647
"","Nikodem Kieruńczak",1,0,0,0,1.00,4,7,4,11,0,0.00,0,0.00,0.00,9.100,0,0,0,0,1,0,0.00,0.00,7.00,0.00,1,0,0,0,1.000,0.500,0.000,0.000,2,0,1,3,0.250
"","TOTALS",1,0,0,0,6.00,20,29,46,75,0,0.00,0,0.00,0.00,1.267,10,6,4,3,2,0,5.00,11.67,2.33,3.50,1,1,0,0,0.833,0.300,0.176,0.429,3,1,12,9,0.571
