"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
9,"Miguel Lopez (L2)",1,0,0,0,0,2,0,0,0,0,0,0,0,1.000
63,"Franciszek Filozof",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
79,"Aron Arroyo (L2)",1,0,1,1,16,2,2,1,0,0,0,0,0,0.947
34,"Ilia Sheremeta (L3)",1,1,0,1,1,0,0,0,0,0,0,0,0,0.500
12,"Piotr Płudowski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
20,"Jakub Lenhart",1,1,0,1,1,0,0,0,0,0,0,0,0,0.500
54,"Marek Kubiszewski",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
53,"Wiktor Szymański",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
57,"Cezar Malony (L2)",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
15,"Szymon Skarżyński",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
27,"Łukasz Krzemienowski",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
"","TOTALS",1,2,1,3,20,4,2,1,0,0,0,0,0,0.889
