"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
44,"Gabriel Wilichowski",1,1,0,1,2,1,0,0,0,0,0,0,0,0.750
13,"Carlos Salas",1,0,2,2,0,3,0,0,0,0,0,0,0,0.600
72,"Dominik Grzecicha",1,1,0,1,10,2,7,0,0,0,0,0,0,0.923
51,"Dawid Korzekwa",1,0,0,0,3,0,0,0,0,0,0,0,0,1.000
18,"Przemysław Sobik",1,0,1,1,1,1,0,0,0,0,0,0,0,0.667
28,"Jakub Szymura",1,0,1,1,6,0,0,0,0,0,0,0,0,0.857
26,"Mateusz Benisz",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
17,"Marek Setla",1,0,0,0,1,0,0,0,0,0,0,0,0,1.000
09,"Maksymilian Serwotka",1,0,0,0,0,2,0,0,0,0,0,1,0,1.000
08,"Tymoteusz Piecha",1,0,0,0,0,1,0,0,0,0,0,0,0,1.000
"","TOTALS",1,2,4,6,23,10,7,0,0,0,0,1,0,0.846
