"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","GO","AO","FPS","FPB","FPS%"
7,"Phillip Richmond",1,0,0,0,7.00,29,47,81,128,0,0.00,0,0.00,0.00,13,4,9,2,4,0,3.25,16.71,5.14,2.57,2,0,0,0,0.857,0.276,0.087,4,4,21,8,0.724
"","TOTALS",1,0,0,0,7.00,29,47,81,128,0,0.00,0,0.00,0.00,13,4,9,2,4,0,3.25,16.71,5.14,2.57,2,0,0,0,0.857,0.276,0.087,4,4,21,8,0.724
