"#","Name","G","Et","Ef","ERR","PO","A","SBA","CS","DP","TP","PB","PKF","PK","FP"
98,"Filip Sulikowski",1,0,1,1,1,0,0,0,0,0,0,0,0,0.500
67,"Carter Olek",1,0,0,0,1,1,0,0,0,0,0,0,0,1.000
77,"Nicholas Di Benedetto",1,0,0,0,10,1,0,0,0,0,0,0,0,1.000
78,"Timothy Brown",1,0,0,0,1,5,0,0,0,0,0,5,0,1.000
29,"Witold Baranowski",1,0,0,0,8,0,0,0,0,0,2,0,0,1.000
45,"Marcin Kurkowiak",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
22,"Kamil Trepczyk",1,0,0,0,0,2,0,0,0,0,0,0,0,1.000
21,"Dawid Trepczyk",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
7,"Damian Koza",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
58,"Wojciech Węcłaś",1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
"","TOTALS",1,0,1,1,21,9,0,0,0,0,2,5,0,0.968
