"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
9,"Paweł Zawadzki",1,0,1,0,3.00,23,55,31,86,10,3.33,9,21.00,27.00,9.767,2,1,1,6,8,0,0.25,4.67,18.67,14.00,0,0,3,0,4.667,0.609,0.400,0.462,3,4,6,18,0.250
4,"Tomasz Buławko",1,0,0,0,1.33,14,30,22,52,7,5.25,7,36.75,47.25,15.100,1,0,1,4,4,0,0.25,5.25,21.00,21.00,2,0,9,0,6.000,0.714,0.500,0.571,1,2,6,7,0.462
"","TOTALS",1,0,1,0,4.33,37,85,53,138,17,3.92,16,25.85,33.23,11.408,3,1,2,10,12,0,0.25,4.85,19.38,16.15,2,0,12,0,5.077,0.649,0.435,0.500,4,6,12,25,0.324
