"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
43,"Dobromił Warchoł",1,3,1,1,0,0,0,0,0,0,0,0.000,2,0,0,0,0,1,0,0,0,0,0.333,0.667,0.667,0.000,0.667,0.300,0.000,1.000,0.333,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
"","An Chang Chang",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,1,0,0.000,0.0,0.0,0.0
70,"Piotr Gruszka",1,3,3,0,1,0,1,0,0,0,0,0.333,0,1,1,2,0,0,0,0,0,0,0.000,0.333,0.333,0.333,0.667,0.233,1.000,0.333,0.333,0,0,0,0,0,1,0,0.000,66.7,66.7,33.3
22,"Mariusz Staniak",1,3,2,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,1.000,0.667,0,1,0,0,0,2,0,0.000,0.0,0.0,0.0
45,"Patryk Dycha",1,3,3,0,2,0,1,1,0,0,0,0.667,0,1,0,1,0,0,0,0,0,0,0.000,0.667,0.667,1.000,1.667,0.550,1.000,0.667,0.667,0,0,0,0,0,1,0,0.000,66.7,66.7,0.0
3,"Adam Wiśniewski",1,2,1,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,0.500,0.500,0.000,0.500,0.225,0.000,1.000,0.500,0,0,0,0,0,1,0,0.000,50.0,50.0,50.0
56,"Artur Laszek",1,2,2,1,0,0,0,0,0,0,0,0.000,0,0,1,1,0,1,0,0,0,0,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0,1,0,0,0,0,0,0.000,50.0,50.0,50.0
66,"Filip Stelmach",1,2,2,0,1,0,1,0,0,0,1,0.500,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,0.500,1.000,1.000,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
"","Kacper Wawrzyn",1,2,2,0,0,0,0,0,0,0,0,0.000,0,1,1,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
4,"Tomasz Buławko",1,1,1,0,0,0,0,0,0,0,0,0.000,0,1,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
"","TOTALS",1,24,20,2,4,0,3,1,0,0,1,0.200,4,4,3,7,0,2,0,0,0,0,0.125,0.333,0.375,0.250,0.583,0.213,0.308,0.650,0.542,1,2,0,0,0,8,1,0.125,29.2,29.2,16.7
