"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
27,"Łukasz Krzemienowski",1,0,0,0,5.00,27,59,62,121,4,0.80,1,1.80,1.80,4.900,6,2,4,4,7,0,0.86,10.80,12.60,7.20,0,0,1,0,2.200,0.407,0.211,0.286,4,5,14,13,0.519
15," Skarżyński",1,0,0,0,2.00,7,9,13,22,0,0.00,0,0.00,0.00,5.100,1,0,1,0,1,0,1.00,4.50,4.50,0.00,1,0,0,0,0.500,0.286,0.000,0.000,1,3,5,2,0.714
"","TOTALS",1,0,0,0,7.00,34,68,75,143,4,0.57,1,1.29,1.29,4.957,7,2,5,4,8,0,0.88,9.00,10.29,5.14,1,0,1,0,1.714,0.382,0.167,0.222,5,8,19,15,0.559
