"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
22,"Rogowiec  ",1,0,0,0,4.33,28,35,48,83,12,2.77,9,14.54,18.69,5.177,3,1,2,10,5,0,0.60,4.85,8.08,16.15,0,0,2,0,3.462,0.536,0.435,0.500,4,6,14,14,0.500
70,"Dudek ",1,0,0,0,1.67,9,24,14,38,1,0.60,1,4.20,5.40,7.900,2,1,1,2,3,0,0.67,8.40,12.60,8.40,1,0,0,0,3.000,0.667,0.400,0.667,1,0,4,6,0.400
"","TOTALS",1,0,0,0,6.00,37,59,62,121,13,2.17,10,11.67,15.00,5.933,5,2,3,12,8,0,0.63,5.83,9.33,14.00,1,0,2,0,3.333,0.568,0.429,0.522,5,6,18,20,0.474
