"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
20,"Wiktor Mantorski",1,0,0,0,2.33,15,31,32,63,1,0.43,1,3.00,3.86,12.529,3,0,3,2,5,0,0.60,9.00,15.00,6.00,0,0,0,1,3.000,0.467,0.200,0.167,1,3,10,5,0.667
7,"Phil Richmond",1,0,1,0,3.67,19,29,39,68,4,1.09,2,3.82,4.91,4.736,3,2,1,4,3,0,1.00,5.73,5.73,7.64,1,0,1,0,1.909,0.421,0.267,0.333,4,3,11,8,0.579
18,"Tymofii Zadniprianyi",1,0,0,0,1.00,11,12,24,36,8,8.00,8,56.00,72.00,14.100,1,1,0,8,0,0,0.00,7.00,0.00,56.00,0,0,1,1,8.000,0.727,0.727,0.778,0,2,9,2,0.818
"","TOTALS",1,0,1,0,7.00,45,72,95,167,13,1.86,11,11.00,14.14,8.671,7,3,4,14,8,0,0.88,7.00,8.00,14.00,1,0,2,2,3.143,0.511,0.389,0.444,5,8,30,15,0.667
