"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
15,"Nikodem Kieruńczak",1,0,0,0,3.00,10,19,25,44,0,0.00,0,0.00,0.00,3.767,2,2,0,0,2,0,1.00,4.67,4.67,0.00,0,0,0,0,0.667,0.222,0.000,0.000,6,0,6,5,0.545
45,"Kacper Cichowski",1,1,0,0,2.00,10,13,26,39,1,0.50,1,3.50,4.50,2.600,2,1,1,3,1,0,2.00,7.00,3.50,10.50,0,0,0,0,2.000,0.400,0.333,0.429,2,2,8,2,0.800
"","TOTALS",1,1,0,0,5.00,20,32,51,83,1,0.20,1,1.40,1.80,3.300,4,3,1,3,3,0,1.33,5.60,4.20,4.20,0,0,0,0,1.200,0.316,0.188,0.250,8,2,14,7,0.667
