"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
40,"Gracjan Bielecki",1,5,4,2,2,0,2,0,0,0,2,0.500,0,0,1,1,1,5,0,0,0,0,0.800,0.600,0.600,0.500,1.100,0.395,0.667,0.750,0.600,0,0,0,0,0,3,2,0.667,40.0,40.0,40.0
1,"Edgar Toro",1,5,2,1,0,0,0,0,0,0,0,0.000,2,0,1,1,1,4,0,0,0,0,0.200,0.600,0.600,0.000,0.600,0.270,0.000,0.500,0.200,0,0,0,0,0,2,0,0.000,20.0,20.0,20.0
23,"Jakub Wojtczak",1,5,2,3,1,0,0,0,0,1,2,0.500,2,0,0,0,1,3,0,0,0,0,0.800,0.800,0.800,2.000,2.800,0.860,0.000,1.000,0.400,0,0,0,0,0,2,1,0.500,40.0,40.0,40.0
21,"Artur Wojtczak",1,5,5,1,1,0,0,1,0,0,1,0.200,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.200,0.400,0.600,0.190,0.200,1.000,1.000,0,0,0,0,0,4,1,0.250,20.0,20.0,20.0
6,"Wojciech Zagawa",1,4,2,3,1,0,1,0,0,0,1,0.500,2,0,0,0,0,2,0,0,0,0,1.000,0.750,0.750,0.500,1.250,0.463,0.500,1.000,0.500,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
17,"Mateusz Serafin",1,3,2,2,1,0,1,0,0,0,1,0.500,1,0,1,1,0,1,0,0,0,0,1.000,0.667,0.667,0.500,1.167,0.425,1.000,0.500,0.333,0,0,0,0,0,1,1,1.000,33.3,33.3,33.3
16,"Michał Nowicki",1,2,2,1,1,1,0,0,0,0,0,0.500,0,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,0.500,1.000,1.000,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
7,"Eryk Kieruńczak",1,3,2,1,1,0,1,0,0,0,2,0.500,1,0,0,0,0,4,1,0,0,0,1.000,0.667,0.667,0.500,1.167,0.425,0.500,1.000,0.667,0,1,0,0,0,2,1,0.500,100.0,100.0,100.0
9,"Radosław Jóźwiak",1,4,2,3,1,0,1,0,0,0,2,0.500,1,0,0,0,0,3,0,1,0,1,1.250,0.667,0.667,0.500,1.167,0.425,0.500,1.000,0.500,0,1,0,0,0,2,1,0.500,75.0,75.0,75.0
13,"Kacper Kamiński",1,1,1,0,1,0,1,0,0,0,0,1.000,0,0,0,0,0,0,0,0,0,0,0.000,1.000,1.000,1.000,2.000,0.700,1.000,1.000,1.000,0,0,0,0,0,1,1,1.000,100.0,100.0,100.0
18,"Piotr Malarski",1,2,1,2,0,0,0,0,0,0,1,0.000,1,0,0,0,0,1,0,0,0,0,1.500,0.500,1.000,0.000,0.500,0.225,0.000,1.000,0.500,1,0,0,0,0,1,0,0.000,100.0,100.0,100.0
34,"Robert Matecki",1,1,1,1,0,0,0,0,0,0,1,0.000,0,0,0,0,0,0,0,0,0,0,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1,0,0,0,0,1,0,0.000,100.0,100.0,100.0
"","TOTALS",1,40,26,20,10,1,7,1,0,1,13,0.385,10,0,3,3,3,24,1,1,0,1,0.800,0.590,0.641,0.538,1.128,0.400,0.409,0.885,0.575,2,2,0,0,0,21,10,0.476,50.0,50.0,50.0
