"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
65,"Yasnier Rivera",1,0,1,0,3.00,19,21,38,59,8,2.67,8,18.67,24.00,4.767,2,0,2,6,1,0,2.00,4.67,2.33,14.00,2,0,0,0,2.333,0.500,0.400,0.462,2,5,11,8,0.579
1,"Piotr Obrębski",1,0,0,0,2.00,21,53,30,83,12,6.00,6,21.00,27.00,23.600,1,0,1,4,9,0,0.11,3.50,31.50,14.00,1,0,5,1,6.500,0.667,0.364,0.333,1,3,9,12,0.429
"","TOTALS",1,0,1,0,5.00,40,74,68,142,20,4.00,14,19.60,25.20,12.300,3,0,3,10,10,0,0.30,4.20,14.00,14.00,3,0,5,1,4.000,0.590,0.385,0.409,3,8,20,20,0.500
