"#","Name","G","PA","AB","R","H","B","1B","2B","3B","HR","RBI","AVG","BB","Kc","Ks","SO","HBP","SB","CS","SCB","SF","SAC","RPA","OBP","OBPE","SLG","OPS","GPA","BABIP","CT%","CT2%","ROE","FC","CI","GDP","GTP","AB/RSP","H/RSP","BA/RSP","QAB1%","QAB2%","QAB3%"
10,"Mikołaj Pietrzyk",1,3,3,0,0,0,0,0,0,0,0,0.000,0,0,1,1,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0,1,0,0,0,1,0,0.000,33.3,33.3,33.3
17,"Konrad Szczepański",1,3,2,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,0,0,0,0.000,0.333,0.333,0.000,0.333,0.150,0.000,1.000,0.667,0,0,0,0,0,0,0,0.000,0.0,0.0,0.0
31,"Cheng An Cheng",1,2,2,1,1,0,1,0,0,0,0,0.500,0,1,0,1,0,0,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,1.000,0.500,0.500,0,0,0,0,0,0,0,0.000,50.0,50.0,0.0
28,"Kajetan Szafran",1,2,2,0,1,0,0,1,0,0,0,0.500,0,0,0,0,0,0,0,0,0,0,0.000,0.500,0.500,1.000,1.500,0.475,0.500,1.000,1.000,0,0,0,0,0,1,0,0.000,100.0,100.0,50.0
65,"Yasnier Rivera",1,2,2,0,0,0,0,0,0,0,0,0.000,0,2,0,2,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
1,"Piotr Obrębski",1,2,2,0,1,0,1,0,0,0,1,0.500,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,0.500,1.000,0.350,0.500,1.000,1.000,0,0,0,0,0,1,1,1.000,50.0,50.0,50.0
44,"Jan Różyło",1,2,2,0,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,0,0,0,0,1,0,0.000,0.0,0.0,0.0
45,"Patryk Dycha",1,2,1,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,1,0,0,0,0,0.000,0.500,0.500,0.000,0.500,0.225,0.000,1.000,0.500,0,0,0,0,0,0,0,0.000,100.0,100.0,100.0
"","Kacper Wawrzyn",1,2,0,0,0,0,0,0,0,0,0,0.000,1,0,0,0,0,0,0,1,0,1,0.000,1.000,1.000,0.000,1.000,0.450,0.000,0.000,0.000,0,0,0,0,0,0,0,0.000,100.0,100.0,100.0
"","TOTALS",1,20,16,1,3,0,2,1,0,0,1,0.188,3,3,1,4,0,1,1,1,0,1,0.100,0.316,0.316,0.250,0.566,0.205,0.250,0.750,0.600,0,1,0,0,0,5,1,0.200,45.0,45.0,35.0
