"#","Name","G","W","L","SV","IP","BF","Ball","Str","PIT","R","RA","ER","ERA","ERA9","FIP","K","Kc","Ks","H","BB","IBB","K/BB","K/GI","BB/GI","H/GI","HB","BK","WP","HR","WHIP","OBP","BAA","BABIP","GO","AO","FPS","FPB","FPS%"
23,"Jakub Wojtczak",1,0,0,0,4.00,12,13,29,42,0,0.00,0,0.00,0.00,-0.400,7,4,3,1,0,0,0.00,12.25,0.00,1.75,0,0,0,0,0.250,0.083,0.083,0.200,1,3,9,3,0.750
1,"Edgar Toro",1,1,0,0,2.00,6,8,17,25,0,0.00,0,0.00,0.00,-0.900,4,4,0,0,0,0,0.00,14.00,0.00,0.00,0,0,0,0,0.000,0.000,0.000,0.000,1,1,4,2,0.667
"","TOTALS",1,1,0,0,6.00,18,21,46,67,0,0.00,0,0.00,0.00,-0.567,11,8,3,1,0,0,0.00,12.83,0.00,1.17,0,0,0,0,0.167,0.056,0.056,0.143,2,4,13,5,0.722
